GenderSelect,Country,FormalEducation,Tenure,JobFunctionSelect,AlgorithmUnderstandingLevel,WorkDataVisualizations,CompensationUSD,LearningStyle
Male,United States,Bachelor's degree,6 to 10 years,Analyze and understand data to influence product or business decisions,Enough to run the code / standard library,51-75% of projects,85000,MixLearner
Female,United States,Master's degree,6 to 10 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,76-99% of projects,114000,MixLearner
Male,India,Master's degree,More than 10 years,Analyze and understand data to influence product or business decisions,"Enough to code it again from scratch, albeit it may run slowly",10-25% of projects,200000,MixLearner
Male,United States,Bachelor's degree,6 to 10 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Enough to run the code / standard library,100% of projects,145000,MixLearner
Male,United States,Bachelor's degree,1 to 2 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Enough to explain the algorithm to someone non-technical,10-25% of projects,100000,ClassroomLearner
Male,United States,Some college/university study without earning a bachelor's degree,More than 10 years,Other,"Enough to code it again from scratch, albeit it may run slowly",100% of projects,200000,MixLearner
Male,United States,Master's degree,6 to 10 years,Analyze and understand data to influence product or business decisions,"Enough to code it again from scratch, albeit it may run slowly",76-99% of projects,103000,MixLearner
Male,United States,Doctoral degree,More than 10 years,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,76-99% of projects,160000,SelfLearner
Male,United States,Master's degree,More than 10 years,Analyze and understand data to influence product or business decisions,"Enough to code it again from scratch, albeit it may run slowly",10-25% of projects,130000,MixLearner
Male,United States,Doctoral degree,More than 10 years,Other,Enough to code it from scratch and it will run blazingly fast and be super efficient,76-99% of projects,170000,JobLearner
Male,United States,Doctoral degree,6 to 10 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to explain the algorithm to someone non-technical,76-99% of projects,81500,MixLearner
Male,Russia,Master's degree,1 to 2 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,26-50% of projects,25000,SelfLearner
Male,United States,Bachelor's degree,3 to 5 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Enough to tune the parameters properly,None,78000,ClassroomLearner
Male,United States,Bachelor's degree,3 to 5 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Enough to explain the algorithm to someone non-technical,26-50% of projects,195000,ClassroomLearner
Male,United States,Master's degree,6 to 10 years,Other,Enough to code it from scratch and it will run blazingly fast and be super efficient,51-75% of projects,100000,ClassroomLearner
Male,Argentina,Bachelor's degree,Less than a year,Analyze and understand data to influence product or business decisions,Enough to run the code / standard library,Less than 10% of projects,50000,MixLearner
Male,United States,Master's degree,More than 10 years,Build and/or run a machine learning service that operationally improves your product or workflows,"Enough to code it again from scratch, albeit it may run slowly",26-50% of projects,200000,SelfLearner
Male,United States,Doctoral degree,1 to 2 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to explain the algorithm to someone non-technical,26-50% of projects,66500,MixLearner
Male,United States,Master's degree,6 to 10 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,100% of projects,126000,MixLearner
Male,United States,Master's degree,More than 10 years,Build prototypes to explore applying machine learning to new areas,Enough to refine and innovate on the algorithm,Less than 10% of projects,175000,MixLearner
Male,Russia,Bachelor's degree,3 to 5 years,Build prototypes to explore applying machine learning to new areas,"Enough to code it again from scratch, albeit it may run slowly",26-50% of projects,53000,MixLearner
Male,United States,Doctoral degree,More than 10 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data","Enough to code it again from scratch, albeit it may run slowly",76-99% of projects,165000,MixLearner
Male,United States,Doctoral degree,More than 10 years,Build and/or run a machine learning service that operationally improves your product or workflows,"Enough to code it again from scratch, albeit it may run slowly",51-75% of projects,108000,MixLearner
Male,United States,Doctoral degree,1 to 2 years,Other,Enough to explain the algorithm to someone non-technical,Less than 10% of projects,60000,MixLearner
Male,United States,Master's degree,6 to 10 years,Analyze and understand data to influence product or business decisions,"Enough to code it again from scratch, albeit it may run slowly",76-99% of projects,136500,ClassroomLearner
Male,Ukraine,Master's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,"Enough to code it again from scratch, albeit it may run slowly",76-99% of projects,25000,ClassroomLearner
Male,United States,Doctoral degree,6 to 10 years,Build prototypes to explore applying machine learning to new areas,"Enough to code it again from scratch, albeit it may run slowly",51-75% of projects,135000,MixLearner
Female,United States,Master's degree,6 to 10 years,Build and/or run a machine learning service that operationally improves your product or workflows,"Enough to code it again from scratch, albeit it may run slowly",100% of projects,110000,MixLearner
Male,Israel,Master's degree,3 to 5 years,Build and/or run a machine learning service that operationally improves your product or workflows,"Enough to code it again from scratch, albeit it may run slowly",10-25% of projects,100000,MixLearner
Male,United States,Master's degree,More than 10 years,Other,Enough to tune the parameters properly,76-99% of projects,200000,ClassroomLearner
Male,United States,Professional degree,More than 10 years,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,10-25% of projects,178000,SelfLearner
Male,United States,Doctoral degree,More than 10 years,Other,Enough to code it from scratch and it will run blazingly fast and be super efficient,26-50% of projects,91000,SelfLearner
Male,United States,Bachelor's degree,1 to 2 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,76-99% of projects,62000,SelfLearner
Male,United States,I prefer not to answer,3 to 5 years,Other,"Enough to code it again from scratch, albeit it may run slowly",76-99% of projects,60000,JobLearner
Male,Other,Doctoral degree,More than 10 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,26-50% of projects,70000,MixLearner
Male,United States,Bachelor's degree,1 to 2 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,51-75% of projects,45000,MixLearner
Male,United States,Doctoral degree,6 to 10 years,Other,Enough to refine and innovate on the algorithm,76-99% of projects,140000,MixLearner
Male,United States,Master's degree,More than 10 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,100% of projects,110000,ClassroomLearner
Male,United States,Master's degree,More than 10 years,Build prototypes to explore applying machine learning to new areas,"Enough to code it again from scratch, albeit it may run slowly",100% of projects,300000,ClassroomLearner
Male,United States,Bachelor's degree,3 to 5 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data","Enough to code it again from scratch, albeit it may run slowly",76-99% of projects,121000,ClassroomLearner
Female,United States,Master's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,100% of projects,71000,MixLearner
Male,United States,Doctoral degree,More than 10 years,Research that advances the state of the art of machine learning,Enough to refine and innovate on the algorithm,26-50% of projects,106000,MixLearner
Male,Chile,Master's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,"Enough to code it again from scratch, albeit it may run slowly",26-50% of projects,50000,MixLearner
Male,United States,Master's degree,6 to 10 years,Build and/or run a machine learning service that operationally improves your product or workflows,"Enough to code it again from scratch, albeit it may run slowly",26-50% of projects,153000,MixLearner
Female,United States,Master's degree,3 to 5 years,Other,Enough to explain the algorithm to someone non-technical,76-99% of projects,55000,ClassroomLearner
Male,United States,Master's degree,1 to 2 years,Build prototypes to explore applying machine learning to new areas,"Enough to code it again from scratch, albeit it may run slowly",10-25% of projects,130000,MixLearner
Male,Brazil,Doctoral degree,More than 10 years,Analyze and understand data to influence product or business decisions,Enough to refine and innovate on the algorithm,100% of projects,48000,JobLearner
Male,United States,Bachelor's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,100% of projects,220000,MixLearner
Male,United States,Master's degree,6 to 10 years,Analyze and understand data to influence product or business decisions,Enough to refine and innovate on the algorithm,51-75% of projects,75000,SelfLearner
Male,United States,Bachelor's degree,3 to 5 years,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,26-50% of projects,130000,ClassroomLearner
Male,United States,Master's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to run the code / standard library,Less than 10% of projects,150000,SelfLearner
Male,United States,Bachelor's degree,More than 10 years,Analyze and understand data to influence product or business decisions,Enough to code it from scratch and it will run blazingly fast and be super efficient,100% of projects,137000,JobLearner
Male,United States,Master's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to tune the parameters properly,100% of projects,120000,MixLearner
Male,United States,Doctoral degree,6 to 10 years,Build prototypes to explore applying machine learning to new areas,Enough to refine and innovate on the algorithm,76-99% of projects,100000,MixLearner
Male,United States,Master's degree,1 to 2 years,Analyze and understand data to influence product or business decisions,"Enough to code it again from scratch, albeit it may run slowly",76-99% of projects,108000,ClassroomLearner
Female,United States,Bachelor's degree,3 to 5 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Enough to explain the algorithm to someone non-technical,76-99% of projects,65000,SelfLearner
Female,United States,Master's degree,3 to 5 years,Build prototypes to explore applying machine learning to new areas,Enough to tune the parameters properly,10-25% of projects,78000,MixLearner
Male,United States,Master's degree,3 to 5 years,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,10-25% of projects,72000,SelfLearner
Male,United States,Bachelor's degree,1 to 2 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Enough to run the code / standard library,76-99% of projects,55000,ClassroomLearner
Male,United States,Doctoral degree,More than 10 years,Build prototypes to explore applying machine learning to new areas,Enough to refine and innovate on the algorithm,100% of projects,200000,SelfLearner
Male,United States,Bachelor's degree,More than 10 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to refine and innovate on the algorithm,51-75% of projects,105000,MixLearner
Male,Other,Some college/university study without earning a bachelor's degree,6 to 10 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,76-99% of projects,65000,ClassroomLearner
Male,United States,Doctoral degree,6 to 10 years,Other,Enough to explain the algorithm to someone non-technical,51-75% of projects,90000,MixLearner
Male,United States,Doctoral degree,More than 10 years,Research that advances the state of the art of machine learning,Enough to refine and innovate on the algorithm,100% of projects,200000,MixLearner
Female,United States,Bachelor's degree,6 to 10 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,Less than 10% of projects,58000,ClassroomLearner
Male,United States,Doctoral degree,More than 10 years,Research that advances the state of the art of machine learning,"Enough to code it again from scratch, albeit it may run slowly",100% of projects,160000,ClassroomLearner
Male,Other,Doctoral degree,1 to 2 years,Other,Enough to explain the algorithm to someone non-technical,76-99% of projects,400000,MixLearner
Male,Brazil,Master's degree,6 to 10 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,100% of projects,85000,MixLearner
Male,United States,Bachelor's degree,6 to 10 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data","Enough to code it again from scratch, albeit it may run slowly",76-99% of projects,95000,MixLearner
Male,Other,Bachelor's degree,More than 10 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Enough to refine and innovate on the algorithm,100% of projects,60000,MixLearner
Male,United States,Master's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,76-99% of projects,98000,MixLearner
Male,United States,Bachelor's degree,3 to 5 years,Build prototypes to explore applying machine learning to new areas,"Enough to code it again from scratch, albeit it may run slowly",51-75% of projects,90000,MixLearner
Male,United States,Doctoral degree,6 to 10 years,Research that advances the state of the art of machine learning,Enough to refine and innovate on the algorithm,100% of projects,80000,MixLearner
Female,United States,Master's degree,More than 10 years,Build and/or run a machine learning service that operationally improves your product or workflows,"Enough to code it again from scratch, albeit it may run slowly",51-75% of projects,150000,JobLearner
Male,United States,Doctoral degree,6 to 10 years,Build prototypes to explore applying machine learning to new areas,Enough to tune the parameters properly,10-25% of projects,168000,JobLearner
Male,United States,Master's degree,3 to 5 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data","Enough to code it again from scratch, albeit it may run slowly",51-75% of projects,120000,SelfLearner
Female,United States,Bachelor's degree,1 to 2 years,Other,Enough to explain the algorithm to someone non-technical,26-50% of projects,40000,ClassroomLearner
Male,United States,Doctoral degree,More than 10 years,Other,"Enough to code it again from scratch, albeit it may run slowly",76-99% of projects,125000,MixLearner
Male,United States,Master's degree,3 to 5 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to tune the parameters properly,10-25% of projects,73000,SelfLearner
Male,Turkey,Doctoral degree,More than 10 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Enough to refine and innovate on the algorithm,26-50% of projects,65000,ClassroomLearner
Male,United States,Bachelor's degree,6 to 10 years,Analyze and understand data to influence product or business decisions,Enough to tune the parameters properly,51-75% of projects,74000,MixLearner
Male,United States,Bachelor's degree,Less than a year,Other,Enough to run the code / standard library,100% of projects,29000,MixLearner
Male,United States,Master's degree,6 to 10 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to refine and innovate on the algorithm,100% of projects,132000,MixLearner
Female,United States,Doctoral degree,3 to 5 years,Analyze and understand data to influence product or business decisions,"Enough to code it again from scratch, albeit it may run slowly",100% of projects,200000,SelfLearner
Male,United States,Doctoral degree,More than 10 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,100% of projects,102500,JobLearner
Male,United States,Master's degree,6 to 10 years,Build prototypes to explore applying machine learning to new areas,Enough to code it from scratch and it will run blazingly fast and be super efficient,76-99% of projects,83000,SelfLearner
Male,United States,Master's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to run the code / standard library,51-75% of projects,110000,ClassroomLearner
Male,United States,Master's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,76-99% of projects,175000,SelfLearner
Male,United States,Bachelor's degree,6 to 10 years,Analyze and understand data to influence product or business decisions,"Enough to code it again from scratch, albeit it may run slowly",51-75% of projects,250000,SelfLearner
Male,United States,Master's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,Less than 10% of projects,45000,ClassroomLearner
Male,United States,Professional degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,51-75% of projects,151000,ClassroomLearner
Female,Ukraine,Master's degree,Less than a year,Build and/or run a machine learning service that operationally improves your product or workflows,"Enough to code it again from scratch, albeit it may run slowly",51-75% of projects,10500,ClassroomLearner
Male,Romania,Bachelor's degree,1 to 2 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to explain the algorithm to someone non-technical,100% of projects,60000,MixLearner
Female,United States,Master's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,76-99% of projects,38000,MixLearner
Male,United States,Bachelor's degree,1 to 2 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to refine and innovate on the algorithm,10-25% of projects,89000,SelfLearner
Male,Vietnam,Master's degree,1 to 2 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,100% of projects,18000,SelfLearner
Male,United States,Doctoral degree,6 to 10 years,Build and/or run a machine learning service that operationally improves your product or workflows,"Enough to code it again from scratch, albeit it may run slowly",10-25% of projects,142000,MixLearner
Male,United States,Doctoral degree,1 to 2 years,Build prototypes to explore applying machine learning to new areas,Enough to refine and innovate on the algorithm,51-75% of projects,120000,SelfLearner
Male,United States,Master's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,"Enough to code it again from scratch, albeit it may run slowly",76-99% of projects,110000,MixLearner
Male,United States,Bachelor's degree,6 to 10 years,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,76-99% of projects,140000,MixLearner
Male,United States,Master's degree,3 to 5 years,Other,Enough to explain the algorithm to someone non-technical,Less than 10% of projects,50000,SelfLearner
Male,Russia,Master's degree,3 to 5 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to refine and innovate on the algorithm,10-25% of projects,55000,SelfLearner
Male,Other,Master's degree,More than 10 years,Research that advances the state of the art of machine learning,Enough to explain the algorithm to someone non-technical,10-25% of projects,15333,SelfLearner
Male,United States,Bachelor's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to tune the parameters properly,26-50% of projects,90000,ClassroomLearner
Male,Canada,Bachelor's degree,More than 10 years,Analyze and understand data to influence product or business decisions,Enough to code it from scratch and it will run blazingly fast and be super efficient,100% of projects,200000,SelfLearner
Male,United States,Master's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to run the code / standard library,51-75% of projects,96000,SelfLearner
Male,Other,Master's degree,1 to 2 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Enough to explain the algorithm to someone non-technical,26-50% of projects,12000,ClassroomLearner
Male,United States,Bachelor's degree,3 to 5 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data","Enough to code it again from scratch, albeit it may run slowly",100% of projects,74000,SelfLearner
Male,United States,Master's degree,More than 10 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,10-25% of projects,190000,SelfLearner
Male,United States,Master's degree,6 to 10 years,Build and/or run a machine learning service that operationally improves your product or workflows,"Enough to code it again from scratch, albeit it may run slowly",10-25% of projects,90000,ClassroomLearner
Male,United States,Master's degree,More than 10 years,Build prototypes to explore applying machine learning to new areas,"Enough to code it again from scratch, albeit it may run slowly",76-99% of projects,210000,ClassroomLearner
Male,United States,Master's degree,6 to 10 years,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,100% of projects,63000,ClassroomLearner
Male,United States,Master's degree,More than 10 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data","Enough to code it again from scratch, albeit it may run slowly",76-99% of projects,180000,MixLearner
A different identity,United States,Doctoral degree,1 to 2 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,76-99% of projects,115000,SelfLearner
Male,United States,Professional degree,More than 10 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Enough to refine and innovate on the algorithm,26-50% of projects,125000,ClassroomLearner
Female,United States,Bachelor's degree,Less than a year,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,100% of projects,110000,ClassroomLearner
Female,United States,Bachelor's degree,1 to 2 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,51-75% of projects,70000,MixLearner
Female,United States,Master's degree,3 to 5 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data","Enough to code it again from scratch, albeit it may run slowly",26-50% of projects,110000,ClassroomLearner
Male,United States,Bachelor's degree,3 to 5 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Enough to explain the algorithm to someone non-technical,100% of projects,88000,MixLearner
Male,United States,Master's degree,Less than a year,Analyze and understand data to influence product or business decisions,Enough to run the code / standard library,Less than 10% of projects,75000,ClassroomLearner
Female,United States,Master's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to run the code / standard library,26-50% of projects,62000,SelfLearner
Male,United States,Doctoral degree,1 to 2 years,Build and/or run a machine learning service that operationally improves your product or workflows,"Enough to code it again from scratch, albeit it may run slowly",100% of projects,95000,SelfLearner
Male,United States,Bachelor's degree,More than 10 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to explain the algorithm to someone non-technical,76-99% of projects,245000,MixLearner
Male,United States,Bachelor's degree,1 to 2 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to explain the algorithm to someone non-technical,51-75% of projects,60000,SelfLearner
Male,United States,Master's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,Less than 10% of projects,150000,SelfLearner
Male,United States,Master's degree,6 to 10 years,Analyze and understand data to influence product or business decisions,"Enough to code it again from scratch, albeit it may run slowly",100% of projects,87500,MixLearner
Male,United States,Bachelor's degree,3 to 5 years,Build prototypes to explore applying machine learning to new areas,"Enough to code it again from scratch, albeit it may run slowly",51-75% of projects,92600,MixLearner
Male,United States,Doctoral degree,More than 10 years,Research that advances the state of the art of machine learning,Enough to explain the algorithm to someone non-technical,26-50% of projects,250000,MixLearner
Male,United States,Master's degree,3 to 5 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to explain the algorithm to someone non-technical,10-25% of projects,95000,MixLearner
Male,Spain,Master's degree,6 to 10 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,100% of projects,110000,MixLearner
Male,United States,Bachelor's degree,More than 10 years,Analyze and understand data to influence product or business decisions,"Enough to code it again from scratch, albeit it may run slowly",76-99% of projects,85000,ClassroomLearner
Male,United States,Doctoral degree,6 to 10 years,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,Less than 10% of projects,120000,ClassroomLearner
Male,United States,Some college/university study without earning a bachelor's degree,More than 10 years,Other,Enough to explain the algorithm to someone non-technical,10-25% of projects,200000,MixLearner
Male,United States,Some college/university study without earning a bachelor's degree,More than 10 years,Other,Enough to tune the parameters properly,51-75% of projects,120000,MixLearner
Male,United States,Bachelor's degree,3 to 5 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Enough to explain the algorithm to someone non-technical,10-25% of projects,117000,MixLearner
Male,United States,Doctoral degree,More than 10 years,Build and/or run a machine learning service that operationally improves your product or workflows,"Enough to code it again from scratch, albeit it may run slowly",76-99% of projects,165000,SelfLearner
Female,United States,Doctoral degree,6 to 10 years,Analyze and understand data to influence product or business decisions,Enough to tune the parameters properly,100% of projects,86000,SelfLearner
Female,United States,Master's degree,1 to 2 years,Analyze and understand data to influence product or business decisions,Enough to run the code / standard library,26-50% of projects,70000,ClassroomLearner
Male,United States,Some college/university study without earning a bachelor's degree,3 to 5 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to refine and innovate on the algorithm,100% of projects,185000,MixLearner
Male,United States,Master's degree,3 to 5 years,Other,Enough to explain the algorithm to someone non-technical,10-25% of projects,63000,ClassroomLearner
Male,Other,Master's degree,Less than a year,Analyze and understand data to influence product or business decisions,Enough to run the code / standard library,76-99% of projects,30000,SelfLearner
Male,United States,Some college/university study without earning a bachelor's degree,More than 10 years,Build and/or run a machine learning service that operationally improves your product or workflows,"Enough to code it again from scratch, albeit it may run slowly",None,123000,SelfLearner
Female,United States,Master's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,"Enough to code it again from scratch, albeit it may run slowly",100% of projects,120000,ClassroomLearner
Male,United States,Doctoral degree,6 to 10 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,76-99% of projects,80000,MixLearner
Male,United States,Bachelor's degree,1 to 2 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,100% of projects,55000,SelfLearner
Female,United States,Bachelor's degree,More than 10 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Enough to code it from scratch and it will run blazingly fast and be super efficient,10-25% of projects,140000,JobLearner
Male,United States,Master's degree,6 to 10 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,10-25% of projects,125000,MixLearner
"Non-binary, genderqueer, or gender non-conforming",United States,Master's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,51-75% of projects,94600,ClassroomLearner
Female,United States,Bachelor's degree,1 to 2 years,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,51-75% of projects,70000,MixLearner
Male,United States,Doctoral degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to refine and innovate on the algorithm,51-75% of projects,98000,MixLearner
Male,United States,Doctoral degree,More than 10 years,Other,"Enough to code it again from scratch, albeit it may run slowly",100% of projects,210000,MixLearner
Male,United States,Doctoral degree,More than 10 years,Build prototypes to explore applying machine learning to new areas,Enough to refine and innovate on the algorithm,76-99% of projects,250000,SelfLearner
Female,United States,Doctoral degree,More than 10 years,Analyze and understand data to influence product or business decisions,Enough to run the code / standard library,100% of projects,80000,SelfLearner
Male,United States,Professional degree,More than 10 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to refine and innovate on the algorithm,76-99% of projects,70000,MixLearner
Female,Brazil,Doctoral degree,More than 10 years,Research that advances the state of the art of machine learning,Enough to refine and innovate on the algorithm,100% of projects,30330,SelfLearner
Male,United States,Master's degree,3 to 5 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to tune the parameters properly,100% of projects,55000,ClassroomLearner
Male,United States,Master's degree,6 to 10 years,Other,Enough to refine and innovate on the algorithm,Less than 10% of projects,120000,MixLearner
Female,United States,Master's degree,1 to 2 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to explain the algorithm to someone non-technical,76-99% of projects,95000,ClassroomLearner
Female,United States,Master's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,100% of projects,90000,JobLearner
Male,United States,Doctoral degree,6 to 10 years,Build and/or run a machine learning service that operationally improves your product or workflows,"Enough to code it again from scratch, albeit it may run slowly",10-25% of projects,110000,MixLearner
Male,United States,Doctoral degree,3 to 5 years,Research that advances the state of the art of machine learning,Enough to explain the algorithm to someone non-technical,100% of projects,35000,SelfLearner
Male,United States,Bachelor's degree,1 to 2 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,76-99% of projects,40000,ClassroomLearner
Male,United States,Doctoral degree,More than 10 years,Build and/or run a machine learning service that operationally improves your product or workflows,"Enough to code it again from scratch, albeit it may run slowly",100% of projects,170000,MixLearner
Male,United States,Some college/university study without earning a bachelor's degree,More than 10 years,Other,Enough to code it from scratch and it will run blazingly fast and be super efficient,None,105000,SelfLearner
Male,United States,Master's degree,More than 10 years,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,100% of projects,220000,MixLearner
Male,United States,Master's degree,6 to 10 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,51-75% of projects,74000,SelfLearner
Male,United States,Master's degree,1 to 2 years,Build prototypes to explore applying machine learning to new areas,"Enough to code it again from scratch, albeit it may run slowly",Less than 10% of projects,70000,ClassroomLearner
Male,United States,Bachelor's degree,1 to 2 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to run the code / standard library,76-99% of projects,34000,SelfLearner
Male,United States,Master's degree,More than 10 years,Build prototypes to explore applying machine learning to new areas,Enough to tune the parameters properly,51-75% of projects,150000,MixLearner
Female,United States,Master's degree,1 to 2 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Enough to run the code / standard library,100% of projects,60000,ClassroomLearner
Female,United States,Master's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,"Enough to code it again from scratch, albeit it may run slowly",76-99% of projects,85000,ClassroomLearner
Male,United States,Bachelor's degree,3 to 5 years,Other,Enough to refine and innovate on the algorithm,100% of projects,48000,ClassroomLearner
Male,United States,Master's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,100% of projects,95000,ClassroomLearner
Male,United States,Master's degree,1 to 2 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Enough to tune the parameters properly,76-99% of projects,87000,MixLearner
Male,United States,Master's degree,6 to 10 years,Research that advances the state of the art of machine learning,"Enough to code it again from scratch, albeit it may run slowly",10-25% of projects,116000,ClassroomLearner
Male,United States,Master's degree,More than 10 years,Build and/or run a machine learning service that operationally improves your product or workflows,"Enough to code it again from scratch, albeit it may run slowly",10-25% of projects,180000,SelfLearner
Male,United States,Master's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to tune the parameters properly,10-25% of projects,83000,MixLearner
Male,United States,Doctoral degree,6 to 10 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to explain the algorithm to someone non-technical,76-99% of projects,90000,SelfLearner
